original_user,hashed_user
NIF0591,d12fad354a60c8e2bdccb1c4b997ff0c180c62ae9549dd86405fc0ab562ddc62
GAM0486,7b705289f8f64bf7adfdd51107e0fc3195c5fd6439b92bc68dcb3abd14d3b512
DSR0490,a4b34393af66da7703876faaa864a1b3b218068d012674422cd8d783599f6b38
HMY0498,ad8a16f5db01c0d2f2a8cfc20aaecc4df171c02595198c7bb0c9f723df6db4ed
AWG0170,77027afc2e4fe145cf5b93a711991f6900e56e503eee597dde126a4892fa3e11
HFC0492,345d44e6d8f0655c753a8815ad7f3ba7123b88a9769c4c49d9ce8243e23d1562
QKM0504,905eb2cb6745e4ffb1b6b8762b25cd714b713649494ef61f639d560d31e3da13
TIF0319,762fdc54684db11a22568227e1481188f594edb210f0ed8735a099cfc885e9b5
TOM0494,823b36840831986da6dd6f1d997a0ec9dc66e57cf96255caa385a386115a8a18
YVD0093,560ab0f3f9728ad5cf079f44bc202f81872552127560ecd372c4d21e35c22e82
TAR0173,987c69b445f3410bc18c8776d58b958dcec5882a4d34b0f8d3ef26cdefdc5030
RMB0312,2156a4bf4972c92d1bfe31fa9f64a13bea5e654fbc5aa087feda9c09b1563d96
GKD0574,2f2493f23f44906e021ed548b3377ff7087ca6f11f659a37c56203320f13fc28
NUJ0597,f02ca664ac04e79b0be5dcac0d3d011bf71143554e4a6bf77d6531ecbfb7171e
BUL0575,149ee6fa00161d29e8dfd787aed9c167d36a69c1f685a23388bc0d079cdf3b3d
BKO0594,77c449a7e9244a1c9c492dc31a4b7cea88422cf162a841ccb1756e09e4cc8291
ALK0315,289f9dc366f4dcafd07fab2a0fd886927dca45eef3677d261a0714f7093f395d
AIH0090,9c60b02e63783880fcb08fdca03d9022a0a3eb90a4f65cefbbd20a8ac431fcb1
CCE0322,54675669b1e1c50ef0a34138bb02830781d50279a17b3408d95ba32a6f9c3430
KJH0166,150f618d88c8189ceb5592386ea39cfca8af7a2b39e4bf8b7035606c86533c98
AKH0924,e821ea2e878c7d16b14323e6fc5b084cbae5ba638b7fb1519e84db1ee3c0fd35
HRY0317,a8d5133dedf101f5acb503df130ba86d2a5bd086f762b6ed9f1bb1dc869d6725
MLU0911,b72edd98e5641246485421518248a81ed3b3d10e4c08c595c15d3a768a8b9750
NHM0265,3a33395c194cfaba9b20a3b320b8dd0dbb118dfe83c1083f95a139963d2057c6
PHD0571,1f7ef6837bfd8323e37a309243bd19b6929d13070d153c2435a5a444f8f81c71
SSH0922,97f82c3246b63b03c194e133f8f6590173c7349af951fcf9b50f25a220a008e9
JGB0499,2daf2be201cf03f7409b0dfde93ca4f1afd8b36643e4bc339a37cde11e56710e
WFB0489,909c381bc9f3bf98ef62cd12c9addc9f1d243ad192048b4bc06e5de86164caa0
NWS0015,6815d3db661a8194e916c47ac0db2965a775932b6d17b593f637a85de8ab062f
FPN0308,19b61c50cc4b8e25a1a07654a13fcd28a76aeb84e0be6032add68fae71fa284b
BGD0030,daa232565123e699e35274d6dd1105b3f4988b7e98337740ef5597aef15c612f
ETS0476,d968210b4350a788d475075ef0625c7927b61da322570a6e6344871754e91b00
BCF0309,1bb0a8c07f557a2730affd65d66c4a92df945b1ae37a583b1be8ab776ea72c24
CAB0538,f1621ff68a5757c5446c727777cf91212791d5d7f72a566e7692a4bb86ebfb84
JAC0321,e38de2b9a88689e8ff8fd3a8e9d93797df9dcc4d9a3f1b5a28a5d74ad94590ac
KVD0311,bceb6f0cee9f4d44b6d15355fa0c63696b535c9926a5e5a592d221e4efbd8342
TCS0325,4f7cfc2565be86070c8275c5a658c4c427f006d2e1f43e92c5b4cf898027b161
VJO0580,2d0192a694407a0916f339fcb08aab3dd2f29eefd1119cd790561a06ea56105a
SNS0599,f4762fdca9fc921348e46147a046ccbe6c9c06adac9f58f3feaf1cbf43bcb568
RMK0327,1ba9f7fba2abdcf4cb00d00c21a85b379731143f24e8c0d03fe733b5f7ffd3f6
OMM0493,a17a0231ee478054bce14ca0614879f6d1cec941f443cca4cfa1dacf023bd34d
OHW0590,c1a10b1c0292d0275ad7828688c22c6927a9f68ee323ce0e67a398422c0feef2
KNW0500,b2d40ff13ea7da6f3f20288d5963e3ffbadc4dc2bebaf9bdf9b27111af36bf91
HAB0094,995ea11c663baff985dfb10440743ab396d251525006601ed20358a5052833f8
DTD0154,6d59ef877c619ad7efcc3a298408ab6e08671085ec370350ade78205609cf012
BTP0147,871e3f856e3f56909eb4a55faf691b186b2ddded8323408bd67954ea11c7d5f6
EMB0176,1acf4445bebef129621225a9b59de6efbd46135d2f61d2da23ef654e065e301e
JDH0115,385b73b903d324c3e2ffc1dc8f0e164c279a2cc7ecb8b7a24d4d581947c761d2
PCB0167,06be3301cae93db89b3fa56b7c1c6c962efd3c5cddf6bfd77a517135142724c2
UKW0920,a148158f2b2969efbbe96be70d6987500f032b7889e5761cc804c28e917bf7dd
VPS0324,da46d45270ccc0c1812b6654929cdded938fc05c6ce68e46f87078ebaff0153a
SSB0926,8ef13fc2c5b01e60402bd5ab6515b92d4596bd6eb942ef70d4a751a57341f26f
OWS0582,f3fad645d98e37cdc1393b66c0b8e05e10991451fe5e26ac40670e5184dafd09
RTM0485,8ae88a73b1f01ddb8b1ef162488e5a4baad2ebe6835258cf06cf788b7e1dba4c
IDM0916,27abdede20c091172530bd44f5306eb4a8a0646ed212a23d508130fd736197bb
DSM0263,d7072f2e5c4227228e90720f9eaf0be50b000aa74d102ef9d097b499ebc6a119
OES0588,dd26c0df0f4e523aa3463e70bf8dd72cc28b8239f684803b0144b6e1e8d05bc3
GHG0576,968498fcafcbca862247a4b29586fd31a16c5154e747a11d793fb1a90f23e106
IBC0320,b38697fdc411bdf691d0aac23b2185947bd1c94e867906baf877a9d7190da6bc
KEW0174,417d05fee1cda2ac208ee99af92708ad856d7042418118869f2807eaee2f8cf8
KVV0581,e9a37c77c3509a8dd69a61b248c37843ead9450440124c86b8e8b106193d2712
SPH0487,95e49332fefeecd666f86a5986f079cb023e86ae95e574b1f2513e993b42f2ca
SKM0491,a03055d039be8aeb1c5137f8d22c15bd064150e7e4ae186fb1fa30f058a72530
SJH0583,d19c6b2fd5e4e8649674421c586694fb41712749a0f5a82c22c621c7684e46e2
RLB0577,61b43f9d685d76c21b7c898fad3b7bec89a05e291817a1eca0bd86d977369b7c
MRH0484,7b9b0928cf2dc61364420853128785a6816739706e92db4cf58501d2423bede5
LSH0478,ef2fa5f911c23b276f1cb4384ae4646d1d3a587e37bb57d8811f7042fd130ce4
LGF0501,0c5afbbd7ded15a38057afc79cd3d2a41cbedd5a73c2f556328e74f5f1292351
ELI0316,f2a8a99cb96ab5468f844d3b379fd6d2737a695845055f9855c9d4ea450e52d1
EDS0923,46681a3dd1a041ae74cca8619150ccd4bec3a7e6093cb61b2875176f738d917a
CMW0482,1eb2b9c3717af4a133a4868326fb7f3e19973330cc12cd96cc026d6e1a531c5d
AKM0495,46125e45e0b00cd0973abf9208e05d23d5cb3bcf3134eee30726df3176d761f3
JRB0584,cc9075db1457f4d36229e259765c40af1317dcbe906076a839688f3d083c9755
LIC0092,f6d8a34c4deab218225fdd04fceb373e9d4999c9012a942007fccd90a9fe4f30
YPB0925,88e542785b357dd8d1c2730dea17a6028c0376930578774a6c03ae67abfa5745
WRM0233,55724cb27ad23ecf6250e3422791c84aaefbbecc9c5858bf779117cf1b5cd996
TJI0587,f21ff7cfce793d6baadb1c6d7b096d85eef60fa42a89b51c2d466e51c68fdb96
PKM0914,cdf9e7611843188bff93b71f049e24f38910d911b5299f0da88744394f662a93
NKG0573,c975d5bef92043701b95ca9a5a46f55ae5089deb46b0e0465075b89c5d79c861
LRP0572,b9185264c3fd8da130be11488352a00159462bb33205085a14a5a7e2983b9578
LCK0793,ab2fda1e9dd5bc233883e4904ee19723aefd6025fc84c84533601dd41eac8a7a
TRB0663,5a4390c84f10320b82f5a7faa035f5d9f9b37fbe3136668d83e37fca29354278
HWW0175,fc2cfc56d00cc060665a4329b4c5c2b9bcf35b5f929740e4e703717b2500e73a
ACB0578,cd03102121b196552d9a04b11b660d1fa2c423061064621a608feb3150e3942c
KES0127,371c28440cd4bd45ef479b6ca08a62edf22d1bf4b168b4877c0d4df43e7c42db
CCZ0801,f8a072a3021fd0659bf2f2a4006bdb80847555c7b56afa88a319b41705a878e4
DJL0172,c31b619841dbac01b50d001f983f39be2d6a801f8f2c9822ae846796d897492e
AHM0795,19e8465b83f7bd4d2defac2529f0a226356e0f834489dcf72d2d5b7fea91bd5e
EMA0586,cb3c87e9d23e397ba8acf11eeffcdeb406d6779d8e9101e498f64ff96fe3561a
HGM0226,b8cbc8d43eff4b010afbe41a9c92ee62acf0a0d7cb69f2b0333f725a484d8371
HSD0354,9c29d8a5a65a8a75007b2f0844d1cfee5ee6fd5bce61d418b89a88bbeab402ac
DRC0915,ccf7b957840f74e0e3fe1920e61d24ac68ecfe68734f536f512705b41b0c952a
NHM0858,bd604fc04bc2a6ddefa5e64dd268fe0343a86139d9285d0dc4f02701c919847f
WQB0722,c67b06bb30f6d3476831c81cbde4e63f568286f50cdd729350a16585af03c60e
WLB0353,0e464eda8778c93c2e1842c5920204afce4ff596cfb779a2c4b6b66b981907b0
TRA0870,2ef1f75ac24a4a412798af18e4daf916d76bc2eb335ad46db9da1c925029944f
TDP0059,af5612abcb44d1d04fc93abe7e542490e32030b4d88d592effef49dd56ee3d24
PDF0857,15fe96491a10cf024b9f794fb5ed36e59f398f793601a25fbea6d21d8d387ddc
NSP0461,f768b2b0136de0b7cdd5304b0684acd656fd0356cf7cb1e2576788af1b249bec
NCT0467,c266a0b8af2089a3e915425dd8c863d0b721a6f2de37a3e4460d6ce9af60daff
HKH0707,199c9fee1e0f48461340ac0d5e54d16f36ad91c836b3b445a5dbff17dba0843f
KLN0861,08426e04456553d6129d469d1be7116d2eead631b29d5aa9f9de20e6e71e1c11
HDG0381,7f031cf1094af051061596559f70dfedd35e718adbc4119c920989cdd45d3f2f
GCH0698,8c245c20a752508dc264de3dcfc13e71312759c262f9f977c24fe4ca6ddec623
BTM0865,8f24207371c81012e9dd69e49d2d56d15365b12f9159be4997c03c1a52a5060a
LKF0851,5f83978f6b246e4213c3f9b75e8f4ac8e850f524f70eb0303eb506ebed01f5d7
RRF0873,b870866b95ab40ddb3e1b3e9e237b1aeb1ae9dfa98d5457efd8f87c5abc49821
VNR0721,23d37f1724cce622e1ae695d3e890608c352748729418f5a1d8960f8b5778657
TAB0797,39234276a9c7504fecc03de69a277989bff49592c110df2a9685c83305a4f4d6
SBC0231,dc4e442a13fa688bb441e73f65e54ea0943afaddd47f88b5fbe90f53087ef335
MHM0468,aabbe68d7d27bcd7a86efb167e3151f034e457c34bdbd46d8ea9d4bc401a2a71
HNS0376,6cd794d260feb330807b26e861087ad8154e5278bedf782948cc3f45c201d722
GCC0380,f24fcc0345911d7bbafa2847914faa79ecf33932a8419d5df9e9576390f729b6
FRG0349,ad9bb13a03b93e2fefef08deb16561d55405ff96825f6bf993fcf6969d60ebfe
CAL0469,403e95479f4e9959d41dee4f7ed03aa505fd39f035f9929590f0fc772bc7e5b8
ACW0382,97858677de7b351911f5f8851e75139aebc87a531042343a98b14dfd05a3e614
ACB0864,d024e912ab8d047da1651b8da079aad8bb6944a180bad1a81bc05d26b8561f8e
SJB0708,b17c53a93c9b3f0c0d1b9d1b96a0476608d80ce653f65d133e7f6321cfea6003
SPL0791,5b9279a52c2d176449ebdcad5f0e7cb9235e65ed634e90f5c98a074ea604864e
NQM0447,f1ba6402132b440ed9cc96457fa51dbb429b0ba417c59ab62a5844bc70987d63
HHB1000,14fba2abe207073831247f61cd62ee5eea34c7ae938affea3bed7651e61deafe
PAC0701,584b9dd631e2736cab7d13f0fe416ec4e4226e2071eda7b44abef2fb600e5e2c
CLB0875,ad494059fddd5b8240055a2609cf4a2ef8dd88e45fddb650d2eeed110a713f0d
CJA0710,084b2548721e5578be143703c45220c3cddd45ff7125ae939a499c8757f44f32
AMH0388,bdab07582490ac40191d82c2fb91b9d882c9678f768e54e97df080f9877550c5
ABD0879,a7fb2c587b918105c1074c30d6bdbd75a6226ffe4670c90112a106ecf6b5bbad
ECW0454,bbcb5d551bbb85bfa14ee77d6dc8089c31ca9b9c9d6949e6adf7710827be5d85
ACS0705,01d91f55b3134bc7705db66f580883a25da2f79d81640b606d7dc7809789d5ae
DLB0852,76481ef2ee9ed19961b349759876f51ffcb7830f5a13d571dffa3b5b2d70a2a5
JSM0860,2edc025d2da476444ceea6ca24fb5cc8d61a2def18ac9a392acbce39cc771a05
LAH0228,0a93f03f7d500c81117cf772ebf9c1695205f5e8a9cca76af14e0bfd5a9c90c3
LVN0232,36f05f9b137216a680cea35745662e498046c99c3b6772dc8bb240408b792944
RSB0876,8814ae4755eaa2d43c221066340ae816628c87dc6dc0dbeeac8beaea1788ea53
SMS0457,9e25e0252a0328f3e8e681f973b17ceb27df1371cde7b171118abb8c211c3544
TFF0446,dbaf9c43a73a214519921170e1caea78658fe4738830270b5890a91717f3780b
SGH0786,0af239fc66fb32b7b48452b5417cd00422886032373ec13113c9bedca58aafe4
WDB0872,6b06b0640f03b0417c50318a0456bdac06e2f8d0601b83d056cad93b17be345c
MKV0723,7614c890e5ccf979da51b74db7d551d33258f827b13368f6c5e078300229aac5
APM0794,7c66451aa66e6d473e8e2832b97f6b9e26eff9fd9b2437d1f3fe09b0f33266b7
JCH0385,fd0599690465d887979b16915efa3ede4b9f58b2debddbadb97ac844df46bba8
MHR0057,ccd63df562cf589d28d2c4a3e805b370267500aae22f5f548c45cdb0de98bbc7
HHA0699,adffab7ed82a047372ba63e485ce14b6757368b126da326999d1974c76ca4420
DAC0128,87e4b5f7c35bc7d0b6725095adb545d5d3dc198625943f496c3c9e968cfacfc3
FSD0453,692dc39ade56f095fa297c6b278b34e2cf6558e2f29e52370ff678c9af0127e8
GBG0862,eceb428a3ff52b87040b197b6f00bc67014792a347b02529c0a603919828f39d
HCH0384,77511622a4323eed6a46e2085e998e0fdcd6617c4f19c6db8f28088233a3db97
HKD0863,72c5b19d02d2e759dd8448236d2ddbc1ccdb7c95cfd28a14e551c8a3b95eede8
KSS0799,63fd24dab7ec05114e162b414aa72e01104ce6a4b39eae98dbe2b3df1cf3a6f3
PNF0714,669693bc390fcc623fd1762219d4471f2972dfb6bad4bff5515e24b46fb469bf
TXN0792,2c046ff995c9ab95ebae04bddbc64f5034373bc9d207873adaa9c2dfc821cf10
VCH0712,069d9ebee7d9c15c50c8573cb05ee62b07f095f49a3c8afa320fbbf2b936cbb6
DJC0796,7422da82e9b594841a0e3940ec1ad06462708ec0b7a27604f2f3957b5661a309
UMB0471,ad2c5b699c1f91fa7e0ec54059c53d1ea2a52e70c391fd62fabee7aaff793d70
SHP0700,9bebca1a04629bdf9bde88c4610f3702eee799e2689977c435c744ef5e91cfa9
LXT0804,326961540281063a4d7757caf1d7eeee37f1235eeda535f6da614a577b5f2e6c
JSC0123,1c393cfeb05e77c515512c2dc166a0594f857f30d97d7b01b32bb920fa424656
CAO0060,a5df8a7666da49a939a6650886c333c16d8504c496fff69e36c5b93eda76d50c
IRG0470,51c0f8f29c6e91de5aa8f67d329ae7bf6d4af9d2f26b64eb5a0bb8ef24a53466
CKH0125,3921148f5f65d4c4164e8c0b241f5846e2eb5d3a3298e106ef9e8c08e5f36f9d
JLS0802,5f7eb0314347213f0089d426439833255bf1fe21536772760928e73bca3e8a8d
MNC0874,1be4ba19297aa291e4d026fb6895785a8624975adec4b7936510a0ff603d2c8e
OSH0878,ac4379518e7c4d95bb90ea876f400805b413e996b37b4db08658b3b4b2ccbc0e
OMM0877,801bcb1ee27acf46a030ea4d5042f9b4bd048d1ceb0a9c892f96c6987f7a65b1
SLD0868,475897c92f77532e08cdd22ce85a6a446daed3d592a1c99d844d801592c4a8cb
LHC0859,4e93fe75bd1664f41dfd6cc97646f27511d2862c0dae624b76f106cd9c38f2ef
CIH0704,1d5170d83dc490e59cf4b6931d0ff297bb1b457b68ef4e5ad5af6d5b4e0f9138
BFN0452,0033828af037921c2e1fbdfe173e788d34c72a2a3238ad3847c6c7b24c865a63
EIF0451,0bb9e176426efba64a10feaae799164efd7be9ae6d72d4cf1b39a529af564e27
RLV0997,d432d030e56efa0e8fc82cb82c2c185df660f9f280a2b51029517fc6925a0836
QLA0719,52a3257d0d78d6b214c69208aab63bf5dc8890dac23caf94b4794927a2dade7a
LBG0803,e388889712b4669aac7ec76c98233ce146d249991648b60e01b143098dfb0af3
NJH0386,1fe5f13f541af3d6eb9a71b749422f9a0d8f2e9510b9c8d5397ed39aae43f85d
HGG0458,eb65a4b97f23f5fad5fd995d60abd4a17d157d128eca70b2efe314e9a1f1d026
CEC0448,d774cb0578a607a70256f3172ac2b6f5a6ef20cfcae43ce76fceff521e54dfc5
AAH0706,ae7b1041bce70d31c4c1cfc71b3c7399c88ec0f4e9c40259575632de786a79f6
JKB0029,73768bd29f9f38ec7ed00a34a5ea1686d9cbeb1d61a4a47dd3ce7d317ea2a3b7
RAC0724,e6640efafbe3065b5b5e3ad2ba057ac9e5971faf9e477de2929366cc7aa8860d
TIJ0389,70d9e090f16cfe0a07b8c60bda971404c4172f1c6b2457473882d22322bb961e
UUT0880,0d43d91476ba2591b3b9ab395af9e0db9f3fddf59c36a6ff859a3c384b75d038
RSS0124,bd52cabf60463d6ec7f58398ad806a0c443502266e9b67081601fa18da260d5c
MYD0383,80ca884f3c481abd964d96a985ba297116b624cee74af93774f5db8e852fb61d
BIS0856,db3d51973b9afb5f67f760aa3de32a868d6b60aee367fbb7d7e8c77f6c77313c
JLP0053,b2a0b07fab80c5dcc8b416d4c2302e89c1fb20826d8112e9a39f4df3177c707d
ERG0014,97ebe525df0f962c863487540c5934acd306f321ba964006c08e47d870e3937a
CSD0234,428b2afbf3f76b4dfc0f6504254e9537ad5a37fbe4fbbaf473f486e5558de077
ASF0450,781e0ab99e2d2eecca87ea1e124626697191a9a7a5537a104eca4a6ae245a2c6
KDH0466,36f9397f798eba8b10199b86d4cc894f59a980eaf422954a41872fe6a485f4bb
IAF0998,69c89ce9edb2dbe340dc8e36e0f57311d010e5027d3b7560e7e6268933267acd
OES0867,17fd2fa409d23a9d65812bd91f5ce18b949f76518e1c4451d4bb8829aac95222
KWM0696,34c4b6ea34bf5c0f12429358ea54457e15ecb5ef6c505e78ec4e208234c36233
GLY0989,99d9fe2e719b012c65eccf4ecb7fbd436232d242db04bb479c275105606a3805
XAM0725,c35832d52001eb94cf44feb48f3414d7867c4051b54807ebf80b187d1e38cd8b
CBJ0720,2032c489768ff395b34be05f020590b81c9389cc6535172e813e596c574622a8
CAS0715,68dc545d8cb8c49dd808120fe36ba14761525b04be1fffa9233fd3e8fa3af6f1
BLG0869,e34ad6add91af7071d1843e2a97acd7a8959fc048e05812ae2ae8a9ba8327a4f
AIB0988,b56f956255b6cac5ae85035512e43087ec992cc57c2708fb15deb37b068a4290
FCG0716,45f7d646991f412d69bf38c6b41787c942742b1567b95580a80b7563e15f00a6
WGB0871,e5bf46d6d2741cf52b65932366fdf3214ebbc0153e033e7d58296c3d6baabd1c
PJP0718,298479f37aef541d9d1344b10232c9277c8ccbe51896ea3fcf85741954c143b5
LOC0377,d91569dbdecfe4f076554e8fc3bff80e6e3c927aa48b370945a46e0f63a4e0d7
KSF0379,ab75b5413bc8c09594468e2c2311ea4b943807720e037282fd85bf2e36ca8e48
KCP0465,ad528fd3fa25e067ecb34a21294522f6dca7b84ac3639a8fd1acf9365ad5e253
ERI0855,ea660952a6a9204c4c9081fc9df731fffb2e1c8e6a62fedb3ddc0e125c7775b5
BZS0711,82f1e891c3f8387fedb77562b0cb56e3caabdbab72916c65996f967c13bccd2e
ACG0789,90ebf5b6dea2f66ce18d578a9ff3f0b892e1455d4ada8e464e626afe3f53de7c
RRP0117,8500f9ee6d48b59e202461771b5022ecfc0b75e7210ca41bd2c0ab384f234add
RFW0999,61b56cf3412ade5c9d489d731ab43975f228c05a553daf8296b356fbe0d027de
RCH0459,4706da4316b237d7b36c0d120281afd29496f5b60d0a03bfc1568016b9aa860a
RAP0229,8d256d13ab62c8d9a8633a2ee632fe3aebba20196cd5280fa4c91f50e7975805
DBF0378,80f0c97ebbb104c74ddb7cc69420103624e15e7c77c32cf856bfef47ef441aaf
KYB0460,228c864d33b6e30f755e54fc87e76e88df32b192ab87c59109679045ed8125ff
KXH0473,7257fa34ea101e07304d0d067c23d78c4a354c373acf60942659a44696f37d41
EBF0805,4a8de0c64d4c71271ea3ef181ac9ae873bb6bca1d37469902f117d8eff9adec6
LDP0854,26fcada0c173a1019b3c4446fdc43665b6f31936838fe6381b4686a0c3009148
QRB0456,f4e15a3f6fdf4b157025b354f264b5d71db228841ed28a6749a1e6d692e0a9a3
VEM0464,985935607b85ce8fe9d58e9665e53e87e3c4d7e0f33e32cec36a86bdf68d362c
USS0126,3b636b72f89fc773256c51170f022c6ff2c5c3f90a578fa5aba31385bbd94b29
TBS0474,7a3488e54047372857c24dc27305d1a78f62bb17e0f21778da4aaea4fad4ed9d
SDF0227,e05a744188828c54d4b50fb84bd57fe73ff19cb2df3f77db8032786c7ac66042
QBP0058,d21c8e06f98c038738fb2a8eee2f870ae976bb304592df314d917c0a354f9734
RLC0455,a7a4301e3465cca50da3ee9c16197e079770850059d8a6bf0179fb44bec79341
GIB0230,3fc25af6a8c3416a9964b2851023d7de8e13e6c1676f1183e5ebb2c61ac8a2eb
CNC0235,3316b1c13560d8934c2412e242bbdca65a8932749af0e794dac5f2e0f26228ec
CLM0462,ae800cd47839312350c131200f31f871d99f63df68e0a1b2456c1207d652a104
CLL0475,fa209a3da13466b45068a16277041128b4cc4b540b535767e17d461baf175caf
AEH0387,9032d4d54aa89dd9ccd5c9e60ce947a9bb7c7c312a31ca3aba92152e880b7751
HBC0713,c54066e1632803e5241ff9e831e5656f41dd67e25c003a883419bc5d981ec6e7
KNG0390,fff7a5d34bc255a12f475e2fe9cf2c2d493c739030f50cb4c820a0aef0c55dd5
LAC0178,c3ec45f912006dd72f32c25ca2058a2c52cd29950c55ce1317292da4e8d7a573
LKD0080,439ecee8c8ab490439a5a281eaca621fd6a7d0df3f9ecfd08499053eef57eb0c
OSA0109,5cbf9571388d58fa68727f79b5bd89bc21761dd62e19af5796c09903f7459ee7
TJN0800,1b1a5d6b7b55c5b71d76ed40032157b5a180ff1ecdd6a9685e702d5feb233d53
VHS0426,5f4c7c405bb15ebee8c396115b176ca47270c12c1d5bde19abbbd0a0b54b33f8
YBP0252,b9324e7bc6d9b937819c702429ad2ae4d8579c50ee61706d4aa05bafa2e1444d
OPP0624,be2a99a5253594c33fe8ee4b1ff8d0f7954c7ddb28a1aaa371fe64719f776017
FNH0249,51a279450406d056118942e1089c5a027b166746a5444c132ce192e759d8f3b7
DQH0709,89a885b884aca61f12a5c6c95de42050492e67d8408b3a0012100ec5ec5a1338
DNB0028,a6399fe1cfb8311965366b16379a8b5f7cae2eb6d55263db390473490e1443ac
CPC0679,4f433e53970c478d73c5b75a20e35656ec7eebd17bc46fa853ee43fca5dd433b
CMH0996,d94638877c86601d8cba5bdb0bec349ffca5860593938b9ee9efee2cf58566f6
BCL0002,b5d7630d4dbced46b84da4492f78f8589044228bbe41b3576d32a6f96f7dd5ad
BBW0463,0d4e9de607e76f6f5f635b35165d4ac14bebdd19f2529eed825cee2407b58e91
BAG0449,1eeb1923f469be2841a8d396e70ea1d71e33e0fd8f256cf4e594aceab732a0e3
AYG0410,2c5e0e461a044614503970ffe1399f3c3b896fc00c1fd9dd0b120582f897d92a
AFB0798,e25e9a8ed36ed06d91b8fc1406ff7f7bf5f34e7c1917fbf7dd6a25d520ad69b6
EKM0667,8aab8c960b112dbd0d6739b94e9f9b361e471c43c54153be9bce082d2b36c6ec
MSC0670,6762b4f6cab1ca2f3eb2a186e0ed46a60a775904429339dcd083c53e7cb8100d
SHE0416,f0fec6fb8e4a4a7ff20339c8d9cb5671c09f6934a03a312516f5a71546ac7107
XAD0994,db3f584a2f354fbaf9cfc60165ad1045a915598cf4e947776f5576be1e073f03
JLP0975,0a8c45143ff645e16fafb73d84c6e5078bfaadfb378c132a8643d8c394f9a5ad
DCR0089,bd648767ea1107115a0936cc3beff1001a6b41a7b10801e79b1fa618c7a2f009
CAJ0283,d6eac858af43fce9fab4a92083e05e417c98424924e74d5b4e799024d972f177
JXF0248,38927935d5a545b9cf72723d449b5dbc178b62e679d5982bbd8510cf88b16269
WBF0437,73b5ed38fbddbfbffe3cd35bc400b0798016a993d6ba1748095d3b437599185c
VUS0345,17f993ec61e736b82f1270305c17b9370458181003af839f22e2dae4fb03a604
SKP0255,2c271ec3311fbc1e8c1854c9903de4f6ad248521b7cbe7ddf1d748d9c93a52fe
SDH0026,b1b1a63eb3468a020b06e9fc49351a3005360dcc6e311fc611c6beabb67400eb
REW0551,a9b3a15468b0b72a7eedace23ccb39afe359818b7b69f9139eda4a361d665955
QCM0083,34a8931cecb4282693379c5bddc113a804bc0ff1aa070c4c219e12ec3e060af7
LUF0441,bd6f4d52d67f12435b989d2718bcc9f5ce2f7f7469701b6027e8fab13d9ac5b7
KCS0607,04664cd36d487c517ed2ad4836274e510b3a3beb476e07a8fba198ce994b6c83
SMK0625,db57887d71d24eb71cf4d613acacabc8455e4afc4325bd1573caf8c0331cea8a
GPB0340,94b4e98ce0afa0a9b6a766f792885c51f6d66587daa744868f4075440be67896
FOB0284,2299c46d89ecf1dfefafe3ebc29cd896edc933d675f273b3ab9fe185f35ee15a
DWB0236,8a9bce12593a3f29a34557355cc5a1e6341c4c4b5d7072886048f339641fbabb
DTD0184,6752920bf2e54f2871d98a05c51958154a9541f0eef47de9de49daae95fd23f7
DOO0112,37d72af91be083df4ddef7df84f9fa67205b2ceed5e2c74814fd7eed4731df07
DDW0976,3a5d6554a9f5d3828d9d13e55e0e8d0305a8741dcf609931caa9deb7517b61eb
CKH0187,7c35b658cbeb100b007311deeebe970b38ff27049a9b19d7c6eb24f04bdc6670
CGO0668,109446f60af39d4a134ea014a0c48322eebd8b3561d99e9f4f5a810aa38e8f2b
HAK0418,336ffe925b66520d8c30c0f32488dc52c88809b6f558c2fb8808681519d97f5c
XFS0247,3e556fe8fc8e1024f73108e4d809ad7d4a8cf07e5b3d596de3b6b9cecec22df0
MHY0347,b2e8e9f691cf161b7460d9da8321a54f5f2a86957c5ad9a2c38f5af2643eb698
MBC0019,22a31e2f3f50f163f833af180e103ea927d405a6bd7cd70250feda9fa0eb4398
HHB0105,e2498a8c72805014b991736945e2c39daa581663f556292b78f5b9aadf1105f1
CMH0673,3c96015dde457834f02dc340ca32c7cf838a991a48cf317d364279f2be12ef7e
CAN0629,a087139bf6ae2adff01c55cbbd04f4d237fa892b87976da5f727050a42434daf
CAF0622,2299a190353f187098fc945a0b8f6c1d93619eaf26e0955e3956f8edcdf70a18
CTS0085,882fb497d1b9c29117198ebf41ab8e43db5ae2fd9c144939f9878ca4fc8bce24
LJF0620,e55cf8eba3321f65f041469049d09b7f0434168d96d74369555bc47a46581099
SIP0543,d75b9bd69c49a06612e7c8a808aa2394390e3ada45fe01fccbd99aaa7c769267
OAW0259,c2130ec8a9722b3e8a59aed934d74ace3e17e96bf722e24f4e60b69a57e55a15
NVK0088,ec5f4af054f0445c1fbf7f54f6afd6ad7c8c06c6046f71d323e7dfa8ac68023a
MRT0285,0828dd65d2a0f2777a57f47e7e36b8d7f542d90dfd24c1140052232e11d59499
TKG0539,8045c476cc6a76f9d8b9ad47c33b37e798035ebb9d72e86e95650bcf3ae2787d
MJM0553,23e0431850868efdb4bcf06092dc5971feb8020250210fcad014eafb62bd7f44
MDO0081,1420c7819c0413d6e0ea743364277bdcb35f5aa78f60ffcefac43aa9e3240a70
